0.0591 0.62027	0.0183757	0.579114	0.00745481	0.934315	-0.348463	0.0746531	0.620258	0.0183755	0.579149	0.0074395	0.934314	-0.34846	0.0746766	0.200592	0.15108	-0.177599	-1.53132	-0.044283	1.81296	0.74847	0.000227043	0.00643416	0.000197044	0.001219	-0.000430361	0.000447083	0.000443566	0.64924	-0.771243	0.590185	-0.0897505	-0.0622607	-0.0539654	-0.0063982	-0.0613887	-0.00708448	0.0419032	0.00181152	0.0134887	0.00119788	0	0	0	0	0	0	0	-0.544275	-0.285261	-0.52977	0.372703	-0.153373	0.168736	0.0454106	-0.0063982	-0.0613887	-0.00708448	0.0419032	0.00181152	0.0134887	0.00119788	
0.059221 0.620269	0.0183733	0.579112	0.0074559	0.934314	-0.348467	0.0746504	0.620258	0.0183755	0.579149	0.0074395	0.934314	-0.34846	0.0746766	0.20059	0.151078	-0.177601	-1.53133	-0.044283	1.81296	0.748475	-0.000498252	0.00393223	-0.00042545	-0.00131396	-0.000286907	-0.000210571	0.00175377	0.674179	-0.792578	0.600001	-0.0920282	-0.0648346	-0.0541828	0.011018	-0.0550417	0.00938055	0.0423468	0.00148494	0.0164036	-0.00443792	0	0	0	0	0	0	0	-0.558181	-0.288364	-0.54313	0.381078	-0.157548	0.174349	0.0454901	0.011018	-0.0550417	0.00938055	0.0423468	0.00148494	0.0164036	-0.00443792	
0.05901 0.62027	0.0183758	0.579111	0.00745514	0.934315	-0.348464	0.0746509	0.620258	0.0183755	0.579149	0.0074395	0.934314	-0.34846	0.0746766	0.200592	0.151082	-0.177599	-1.53133	-0.0442817	1.81297	0.748472	0.000317446	0.00397762	0.000273178	-0.000174099	0.000249538	-0.000140381	0.000423197	0.691051	-0.806533	0.60777	-0.0936707	-0.066715	-0.0544014	-0.0068387	-0.0476794	-0.00748024	0.0345953	-0.000373309	0.0125148	0.000887139	0	0	0	0	0	0	0	-0.567369	-0.291247	-0.552003	0.387439	-0.160436	0.178394	0.0456095	-0.0068387	-0.0476794	-0.00748024	0.0345953	-0.000373309	0.0125148	0.000887139	
0.05926 0.620269	0.0183734	0.579109	0.00745674	0.934314	-0.348467	0.074647	0.620258	0.0183755	0.579149	0.0074395	0.934314	-0.34846	0.0746766	0.20059	0.15108	-0.177601	-1.53133	-0.0442817	1.81296	0.748475	-0.000437983	0.00211441	-0.000374694	-0.00112089	0.000166359	-0.00107693	0.00102812	0.698284	-0.81106	0.609007	-0.0945543	-0.0678764	-0.0545678	0.00926803	-0.0368405	0.00793583	0.029956	0.000371095	0.012968	-0.0033365	0	0	0	0	0	0	0	-0.570473	-0.291443	-0.55504	0.389508	-0.16172	0.180276	0.0457328	0.00926803	-0.0368405	0.00793583	0.029956	0.000371095	0.012968	-0.0033365	
0.058951 0.620268	0.0183745	0.579109	0.00745534	0.934315	-0.348466	0.0746461	0.620258	0.0183755	0.579149	0.0074395	0.934314	-0.34846	0.0746766	0.20059	0.151078	-0.177599	-1.53134	-0.044279	1.81296	0.748474	-0.000291989	0.00149382	0.000307016	-0.00822302	0.000992525	2.80311e-05	0.000448052	0.696119	-0.805438	0.606864	-0.0945577	-0.0682312	-0.0546499	0.00130011	-0.0824681	-0.00109558	0.0708618	-0.00236639	0.0305127	-0.000461845	0	0	0	0	0	0	0	-0.567028	-0.290726	-0.551832	0.388771	-0.16124	0.18026	0.0458368	0.00130011	-0.0824681	-0.00109558	0.0708618	-0.00236639	0.0305127	-0.000461845	
0.059171 0.620268	0.0183745	0.579103	0.00745828	0.934316	-0.348463	0.0746417	0.620258	0.0183755	0.579149	0.0074395	0.934314	-0.34846	0.0746766	0.200592	0.151079	-0.177601	-1.53135	-0.0442804	1.81296	0.748467	0.000454955	0.00170865	-0.000352135	-0.00827011	0.000220874	0.000256046	-0.000922002	0.686034	-0.79238	0.610402	-0.0937637	-0.0676301	-0.0546348	-0.00223817	-0.085268	-0.00430928	0.0724328	9.33333e-05	0.030787	0.00298364	0	0	0	0	0	0	0	-0.558729	-0.294253	-0.544097	0.389579	-0.159357	0.179223	0.04589	-0.00223817	-0.085268	-0.00430928	0.0724328	9.33333e-05	0.030787	0.00298364	
0.0591 0.620268	0.0183752	0.579103	0.00745926	0.934316	-0.348463	0.0746419	0.620258	0.0183755	0.579149	0.0074395	0.934314	-0.34846	0.0746766	0.200593	0.151077	-0.177601	-1.53135	-0.044283	1.81296	0.74847	0.000860115	0.000536852	-0.000234757	-0.00707086	-0.00073437	-0.00030402	-0.000377309	0.669533	-0.77561	0.619131	-0.0924764	-0.0662348	-0.0545333	-0.00494456	-0.0654611	-0.00610887	0.0567262	0.00123134	0.0251043	0.00305613	0	0	0	0	0	0	0	-0.547922	-0.301637	-0.534051	0.391868	-0.156685	0.177372	0.0458706	-0.00494456	-0.0654611	-0.00610887	0.0567262	0.00123134	0.0251043	0.00305613	
0.059081 0.620267	0.0183761	0.579098	0.00746164	0.934317	-0.348463	0.0746369	0.620258	0.0183755	0.579149	0.0074395	0.934314	-0.34846	0.0746766	0.200593	0.151079	-0.177599	-1.53136	-0.0442837	1.81296	0.74847	0.00057341	0.00104304	0.000400307	-0.00674042	-0.000726939	-0.000711307	-0.000488898	0.647291	-0.756154	0.625983	-0.0908735	-0.0643253	-0.0543809	-0.0085007	-0.0701301	-0.00958198	0.0600025	0.000963468	0.0265624	0.0040137	0	0	0	0	0	0	0	-0.535293	-0.308687	-0.522252	0.39246	-0.153446	0.174319	0.0458103	-0.0085007	-0.0701301	-0.00958198	0.0600025	0.000963468	0.0265624	0.0040137	
0.05962 0.620268	0.0183752	0.579098	0.00746183	0.934316	-0.348463	0.0746381	0.620258	0.0183755	0.579149	0.0074395	0.934314	-0.34846	0.0746766	0.200593	0.15108	-0.177601	-1.53136	-0.0442843	1.81296	0.748469	0.000382273	0.00127882	-0.000289941	-0.00469107	-0.000688076	3.4422e-05	-0.00080065	0.622034	-0.735341	0.628468	-0.089124	-0.0622064	-0.0542096	-0.00165806	-0.0542988	-0.00271513	0.0454386	0.00204172	0.0192088	0.00278161	0	0	0	0	0	0	0	-0.521749	-0.31355	-0.509521	0.390554	-0.149914	0.170351	0.045736	-0.00165806	-0.0542988	-0.00271513	0.0454386	0.00204172	0.0192088	0.00278161	
0.060681 0.620269	0.0183744	0.579093	0.00746377	0.934315	-0.348466	0.0746342	0.620258	0.0183755	0.579149	0.0074395	0.934314	-0.34846	0.0746766	0.200592	0.151086	-0.177601	-1.53136	-0.0442843	1.81296	0.748475	-0.000301963	0.00272857	-0.000193294	-0.0044819	-0.000458718	-0.000214411	0.00163637	0.598904	-0.714752	0.627779	-0.0873881	-0.0602771	-0.0540451	0.00812601	-0.0685094	0.00627149	0.0562264	0.00114674	0.0234008	-0.00319877	0	0	0	0	0	0	0	-0.508389	-0.316155	-0.496907	0.387388	-0.146404	0.166448	0.0456801	0.00812601	-0.0685094	0.00627149	0.0562264	0.00114674	0.0234008	-0.00319877	
0.059881 0.620269	0.0183742	0.579091	0.0074652	0.934317	-0.348463	0.0746322	0.620258	0.0183755	0.579149	0.0074395	0.934314	-0.34846	0.0746766	0.200592	0.151086	-0.177601	-1.53136	-0.044285	1.81296	0.748469	-0.000201309	0.00183403	-0.000128863	-0.00365581	-0.000543171	-0.000142941	-0.00107922	0.580332	-0.695169	0.625805	-0.0857278	-0.0586769	-0.0538903	0.00147559	-0.0531046	0.000236118	0.0437199	0.00234454	0.0182495	0.00242839	0	0	0	0	0	0	0	-0.495745	-0.31723	-0.484931	0.384146	-0.143062	0.163159	0.0456449	0.00147559	-0.0531046	0.000236118	0.0437199	0.00234454	0.0182495	0.00242839	
0.05985 0.62027	0.0183703	0.579089	0.00746545	0.934315	-0.348467	0.074631	0.620258	0.0183755	0.579149	0.0074395	0.934314	-0.34846	0.0746766	0.200588	0.151089	-0.177604	-1.53136	-0.044283	1.81296	0.748469	-0.00134063	0.00815211	-0.00129233	-0.00252051	0.000316055	-0.000366561	0.000467312	0.571164	-0.680564	0.628356	-0.0844439	-0.0576621	-0.0537315	0.0223782	-0.11077	0.0186706	0.0855556	0.00328685	0.0330476	-0.00458163	0	0	0	0	0	0	0	-0.486357	-0.319547	-0.476069	0.384141	-0.140567	0.161738	0.0455935	0.0223782	-0.11077	0.0186706	0.0855556	0.00328685	0.0330476	-0.00458163	
0.05919 0.620271	0.0183757	0.579088	0.00746611	0.934317	-0.348463	0.0746302	0.620258	0.0183755	0.579149	0.0074395	0.934314	-0.34846	0.0746766	0.200592	0.151093	-0.177599	-1.53136	-0.0442843	1.81296	0.748469	0.000312671	0.00647596	0.000901682	-0.00118601	-0.000230106	0.000501611	-0.000400536	0.57596	-0.678447	0.641709	-0.0841293	-0.0574876	-0.0535754	-0.0150213	-0.0830424	-0.0158902	0.0605253	0.000937735	0.0215628	0.00456798	0	0	0	0	0	0	0	-0.48498	-0.326346	-0.474909	0.390836	-0.140184	0.163406	0.04547	-0.0150213	-0.0830424	-0.0158902	0.0605253	0.000937735	0.0215628	0.00456798	
0.059051 0.620272	0.0183796	0.579083	0.00746596	0.934318	-0.348461	0.0746265	0.620258	0.0183755	0.579149	0.0074395	0.934314	-0.34846	0.0746766	0.200595	0.151099	-0.177597	-1.53136	-0.044281	1.81296	0.748471	0.00141487	0.00653666	0.00125073	-0.00139434	0.000965574	-0.00014031	0.000207694	0.585231	-0.689724	0.660783	-0.0848712	-0.0575093	-0.0534299	-0.0287778	-0.0879081	-0.0292705	0.0644578	-0.00321291	0.0236933	0.00568812	0	0	0	0	0	0	0	-0.492003	-0.336203	-0.481787	0.400564	-0.142002	0.166105	0.0452285	-0.0287778	-0.0879081	-0.0292705	0.0644578	-0.00321291	0.0236933	0.00568812	
0.059211 0.620272	0.018376	0.579084	0.00746655	0.934317	-0.348463	0.0746275	0.620258	0.0183755	0.579149	0.0074395	0.934314	-0.34846	0.0746766	0.200592	0.151098	-0.177599	-1.53136	-0.0442823	1.81296	0.748469	-0.000263177	0.00398064	0.000184209	-0.00412644	0.000202906	-0.000364808	-0.000810973	0.588789	-0.704871	0.678642	-0.0858736	-0.057019	-0.0532929	-0.00194265	-0.0808845	-0.00378582	0.0646555	0.000762082	0.0262199	0.00246682	0	0	0	0	0	0	0	-0.501324	-0.346328	-0.490843	0.408812	-0.144365	0.167587	0.0449261	-0.00194265	-0.0808845	-0.00378582	0.0646555	0.000762082	0.0262199	0.00246682	
0.05937 0.620273	0.018374	0.579083	0.00746662	0.934316	-0.348467	0.0746271	0.620258	0.0183755	0.579149	0.0074395	0.934314	-0.34846	0.0746766	0.20059	0.1511	-0.177601	-1.53136	-0.0442817	1.81296	0.748475	-0.000825065	0.00350773	-0.000434006	-0.0030408	0.000338721	2.80623e-05	0.00139213	0.586134	-0.710784	0.692646	-0.0860221	-0.0560008	-0.0531677	0.0135495	-0.0652973	0.0112766	0.0522939	0.000444252	0.0208667	-0.00457565	0	0	0	0	0	0	0	-0.504818	-0.354794	-0.494315	0.414455	-0.145067	0.167683	0.0447154	0.0135495	-0.0652973	0.0112766	0.0522939	0.000444252	0.0208667	-0.00457565	
0.0594 0.620272	0.0183737	0.579084	0.00746822	0.934316	-0.348465	0.0746266	0.620258	0.0183755	0.579149	0.0074395	0.934314	-0.34846	0.0746766	0.20059	0.151098	-0.177601	-1.53136	-0.0442843	1.81296	0.74847	-0.000550043	0.00184214	-0.000289337	-0.00224457	-0.000655805	-0.000252559	-0.000529975	0.577507	-0.701444	0.698238	-0.0848663	-0.0546061	-0.0530492	0.00729867	-0.042887	0.00605335	0.0348825	0.00283157	0.0144429	0.000242284	0	0	0	0	0	0	0	-0.498746	-0.358698	-0.488593	0.415514	-0.143142	0.166181	0.0446616	0.00729867	-0.042887	0.00605335	0.0348825	0.00283157	0.0144429	0.000242284	
0.05885 0.620271	0.0183768	0.579083	0.00746807	0.934317	-0.348463	0.0746262	0.620258	0.0183755	0.579149	0.0074395	0.934314	-0.34846	0.0746766	0.200592	0.151096	-0.177597	-1.53137	-0.044285	1.81296	0.748472	0.000282918	0.000786237	0.00101353	-0.00286584	-0.000674562	0.000577612	0.000121402	0.559685	-0.679322	0.6921	-0.082669	-0.0526796	-0.0529219	-0.0111311	-0.0354084	-0.0111784	0.0282649	0.00026904	0.0111218	0.00299817	0	0	0	0	0	0	0	-0.484571	-0.356709	-0.475034	0.409987	-0.139024	0.162255	0.0447036	-0.0111311	-0.0354084	-0.0111784	0.0282649	0.00026904	0.0111218	0.00299817	
0.05931 0.620272	0.0183771	0.579082	0.00746809	0.934318	-0.348462	0.0746256	0.620258	0.0183755	0.579149	0.0074395	0.934314	-0.34846	0.0746766	0.200595	0.151098	-0.177601	-1.53137	-0.0442837	1.81296	0.74847	0.00139504	0.00116718	-0.000530736	-0.00258965	-8.89858e-06	0.000147716	-0.000393784	0.53113	-0.650073	0.676462	-0.0798953	-0.0500375	-0.0527859	-0.00955686	-0.0380866	-0.00987949	0.0305437	-0.000121595	0.0123338	0.00300476	0	0	0	0	0	0	0	-0.465769	-0.350563	-0.456982	0.398611	-0.133649	0.155734	0.0447673	-0.00955686	-0.0380866	-0.00987949	0.0305437	-0.000121595	0.0123338	0.00300476	
0.059561 0.620271	0.0183736	0.579084	0.00746824	0.934317	-0.348463	0.0746273	0.620258	0.0183755	0.579149	0.0074395	0.934314	-0.34846	0.0746766	0.200592	0.151094	-0.177602	-1.53137	-0.044285	1.81296	0.748466	-0.0002764	-0.000363642	-0.000910636	-0.00126133	-0.000446742	-0.000138882	-0.000499881	0.496018	-0.615356	0.6544	-0.0766773	-0.0469397	-0.0526494	0.011081	-0.0110511	0.0102832	0.0106851	0.00237133	0.00511267	-0.00101429	0	0	0	0	0	0	0	-0.443451	-0.34144	-0.435519	0.383356	-0.127317	0.14756	0.0448598	0.011081	-0.0110511	0.0102832	0.0106851	0.00237133	0.00511267	-0.00101429	
0.05962 0.620272	0.0183737	0.579082	0.0074682	0.934316	-0.348466	0.0746247	0.620258	0.0183755	0.579149	0.0074395	0.934314	-0.34846	0.0746766	0.20059	0.151098	-0.177601	-1.53137	-0.044283	1.81296	0.748473	-0.000833881	0.00101249	-0.00633231	-0.000909663	0.000380341	-9.25877e-05	0.00112481	0.463547	-0.570221	0.627792	-0.0726217	-0.0440886	-0.0525165	0.0678442	-0.018492	0.0636902	0.0188611	0.00614885	0.00869138	-0.0160178	0	0	0	0	0	0	0	-0.414725	-0.328802	-0.407893	0.366425	-0.119278	0.139549	0.0450851	0.0678442	-0.018492	0.0636902	0.0188611	0.00614885	0.00869138	-0.0160178	
0.060111 0.620271	0.0183756	0.579083	0.00746797	0.934318	-0.348462	0.0746251	0.620258	0.0183755	0.579149	0.0074395	0.934314	-0.34846	0.0746766	0.200592	0.151094	-0.177599	-1.53137	-0.0442837	1.81296	0.748468	9.36933e-05	0.000154556	-0.00418823	-0.000658026	1.62014e-05	-6.17252e-05	-0.00118291	0.440409	-0.514413	0.600583	-0.0676991	-0.0419451	-0.0523839	0.0351627	-0.00968633	0.032996	0.0103302	0.00489549	0.00493332	-0.00537152	0	0	0	0	0	0	0	-0.379552	-0.313887	-0.374093	0.350583	-0.109532	0.133193	0.0454733	0.0351627	-0.00968633	0.032996	0.0103302	0.00489549	0.00493332	-0.00537152	
0.05926 0.620271	0.0183778	0.579086	0.00746594	0.934318	-0.348461	0.0746299	0.620258	0.0183755	0.579149	0.0074395	0.934314	-0.34846	0.0746766	0.200593	0.151093	-0.177597	-1.53136	-0.0442843	1.81297	0.74847	0.000619274	-0.000519298	-0.00253517	0.00128587	-0.00019265	0.000670927	0.000872907	0.420373	-0.4561	0.572348	-0.0625834	-0.0400464	-0.0522515	0.0188038	0.0136699	0.0182626	-0.01111	0.00213586	-0.0051936	-0.00544737	0	0	0	0	0	0	0	-0.342883	-0.297752	-0.338846	0.334688	-0.0993944	0.1273	0.0459032	0.0188038	0.0136699	0.0182626	-0.01111	0.00213586	-0.0051936	-0.00544737	
0.059181 0.620272	0.018376	0.579085	0.00746671	0.934317	-0.348463	0.0746271	0.620258	0.0183755	0.579149	0.0074395	0.934314	-0.34846	0.0746766	0.200592	0.151098	-0.177599	-1.53136	-0.0442823	1.81296	0.748469	-0.000143963	0.000880686	-0.0026342	0.000828227	0.000549735	-2.74334e-05	0.000581938	0.397679	-0.402993	0.542327	-0.0579087	-0.037983	-0.0521319	0.0256131	-0.00634623	0.0240118	0.00537018	0.00169004	0.00198598	-0.00665302	0	0	0	0	0	0	0	-0.309405	-0.281173	-0.306616	0.317522	-0.0901021	0.120747	0.0462768	0.0256131	-0.00634623	0.0240118	0.00537018	0.00169004	0.00198598	-0.00665302	
0.05926 0.620272	0.0183793	0.579085	0.00746563	0.934318	-0.34846	0.0746284	0.620258	0.0183755	0.579149	0.0074395	0.934314	-0.34846	0.0746766	0.200595	0.151096	-0.177597	-1.53136	-0.0442823	1.81297	0.74847	0.00111045	4.56566e-05	-0.00132737	0.000530389	0.00036649	0.00021907	-0.000324118	0.373599	-0.359261	0.515032	-0.0539787	-0.0357658	-0.0520155	4.26453e-05	-0.000772453	-8.98567e-06	-2.96314e-05	-6.28245e-05	-0.000492836	0.000155363	0	0	0	0	0	0	0	-0.281721	-0.266755	-0.279933	0.301314	-0.0823329	0.114068	0.0465428	4.26453e-05	-0.000772453	-8.98567e-06	-2.96314e-05	-6.28245e-05	-0.000492836	0.000155363	
0.058841 0.620271	0.018377	0.579087	0.00746518	0.934317	-0.348462	0.0746295	0.620258	0.0183755	0.579149	0.0074395	0.934314	-0.34846	0.0746766	0.200592	0.151094	-0.177597	-1.53136	-0.0442823	1.81296	0.748469	-0.000466125	-0.000607668	-0.00105055	0.000894083	0.000244327	-0.000328671	-0.000690797	0.347152	-0.324424	0.491329	-0.0507383	-0.0332972	-0.0518871	0.0127452	0.00819313	0.0121357	-0.00561885	0.00124797	-0.00181455	-0.00182302	0	0	0	0	0	0	0	-0.259498	-0.255157	-0.258494	0.286349	-0.0759937	0.107173	0.0466879	0.0127452	0.00819313	0.0121357	-0.00561885	0.00124797	-0.00181455	-0.00182302	
0.059311 0.620272	0.0183759	0.579086	0.00746625	0.934316	-0.348465	0.0746292	0.620258	0.0183755	0.579149	0.0074395	0.934314	-0.34846	0.0746766	0.200592	0.151096	-0.177599	-1.53136	-0.0442837	1.81296	0.748475	-0.00031075	0.000253133	-0.00147421	0.00123343	-0.000311833	-0.00072774	0.00123489	0.319803	-0.294897	0.470178	-0.0479025	-0.030741	-0.0517587	0.0190809	0.000924941	0.018246	-0.000275635	0.00203548	0.00048722	-0.00585366	0	0	0	0	0	0	0	-0.240551	-0.245431	-0.240206	0.272417	-0.0705057	0.100297	0.0467732	0.0190809	0.000924941	0.018246	-0.000275635	0.00203548	0.00048722	-0.00585366	
0.060241 0.620271	0.0183789	0.579091	0.00746424	0.934319	-0.348458	0.074634	0.620258	0.0183755	0.579149	0.0074395	0.934314	-0.34846	0.0746766	0.200593	0.151093	-0.177595	-1.53135	-0.0442843	1.81296	0.748464	0.000349645	-0.0010312	0.000130446	0.00192673	-0.000411339	2.3466e-05	-0.0018216	0.293012	-0.270097	0.451102	-0.0454582	-0.0282565	-0.0516382	-0.00795686	0.0203952	-0.00698157	-0.0175191	0.00127973	-0.00752014	0.00455563	0	0	0	0	0	0	0	-0.224557	-0.237061	-0.224753	0.259528	-0.0658118	0.0936963	0.0468178	-0.00795686	0.0203952	-0.00698157	-0.0175191	0.00127973	-0.00752014	0.00455563	
0.060651 0.620271	0.018379	0.579093	0.00746232	0.934317	-0.348461	0.074635	0.620258	0.0183755	0.579149	0.0074395	0.934314	-0.34846	0.0746766	0.200593	0.151091	-0.177595	-1.53135	-0.0442823	1.81297	0.74847	0.000233097	-0.00133222	1.70845e-05	0.00192721	0.000403942	0.000253003	0.000209756	0.263861	-0.250189	0.431167	-0.0434767	-0.0256905	-0.0515269	-0.0022684	0.0250724	-0.00164222	-0.0207812	-0.00132876	-0.00889259	-0.000472345	0	0	0	0	0	0	0	-0.211561	-0.228805	-0.212157	0.245926	-0.0619673	0.0866422	0.0468043	-0.0022684	0.0250724	-0.00164222	-0.0207812	-0.00132876	-0.00889259	-0.000472345	
0.0591 0.620271	0.018379	0.579093	0.00746216	0.934317	-0.348462	0.0746352	0.620258	0.0183755	0.579149	0.0074395	0.934314	-0.34846	0.0746766	0.200593	0.151091	-0.177595	-1.53135	-0.0442823	1.81296	0.748472	0.000155398	-0.000884508	-4.10197e-05	0.00183646	0.000269295	-6.86903e-05	0.000614555	0.233076	-0.23409	0.410353	-0.0418789	-0.0231104	-0.0514474	-0.00019317	0.0188706	0.000239805	-0.0157603	-0.00102548	-0.00660178	-0.00141483	0	0	0	0	0	0	0	-0.20093	-0.220502	-0.201815	0.231725	-0.0588055	0.0792795	0.0467699	-0.00019317	0.0188706	0.000239805	-0.0157603	-0.00102548	-0.00660178	-0.00141483	
