0.00493 0.303632	-0.0250993	0.642542	0.303778	-0.0250943	0.642347	0.303632	-0.0250993	0.642542	0.303779	-0.0250947	0.642347	0.420838	-0.469191	-0.233925	-0.0632689	-0.0673307	0.02118	-0.436192	0.456077	0.247573	-1.75956	0.852078	0.226709	
0.0048 0.303632	-0.0250993	0.642542	0.303785	-0.025092	0.642341	0.303632	-0.0250993	0.642542	0.303785	-0.0250923	0.642341	0.703626	-0.726979	-0.298417	-0.0967133	-0.102124	0.0210374	-0.719666	0.713302	0.312347	-1.72612	0.886875	0.226871	
0.00555 0.303632	-0.0250993	0.642542	0.303786	-0.0250929	0.642331	0.303632	-0.0250993	0.642542	0.303786	-0.0250932	0.642331	0.936201	-0.943116	-0.350982	-0.125051	-0.131061	0.0207531	-0.952398	0.928816	0.3657	-1.69777	0.915819	0.227184	
0.00279 0.303632	-0.0250993	0.642542	0.303785	-0.0250915	0.642328	0.303632	-0.0250993	0.642542	0.303785	-0.0250918	0.642328	1.0881	-1.08886	-0.383072	-0.144682	-0.150473	0.0204817	-1.10419	1.07427	0.397892	-1.67814	0.935228	0.22746	
0.0039 0.303632	-0.0250993	0.642542	0.303786	-0.0250905	0.642316	0.303632	-0.0250993	0.642542	0.303786	-0.0250907	0.642317	1.14895	-1.15284	-0.393124	-0.154043	-0.159147	0.020192	-1.16521	1.13739	0.408701	-1.66877	0.943913	0.227772	
0.00305 0.303632	-0.0250993	0.642542	0.30379	-0.0250895	0.642305	0.303632	-0.0250993	0.642542	0.30379	-0.0250897	0.642305	1.12796	-1.14223	-0.381071	-0.153781	-0.158012	0.0198361	-1.1446	1.12596	0.397383	-1.66902	0.942795	0.228158	
0.00247 0.303632	-0.0250993	0.642542	0.3038	-0.0250905	0.64229	0.303632	-0.0250993	0.642542	0.3038	-0.0250906	0.64229	1.0523	-1.07967	-0.348361	-0.146489	-0.149949	0.0194343	-1.07001	1.06244	0.365863	-1.6763	0.934755	0.228597	
0.0052 0.303632	-0.0250993	0.642542	0.303815	-0.0250888	0.642272	0.303632	-0.0250993	0.642542	0.303815	-0.0250889	0.642272	0.955895	-0.999574	-0.303358	-0.13633	-0.138837	0.0190717	-0.975226	0.981053	0.322039	-1.68644	0.923667	0.229007	
0.00475 0.303632	-0.0250993	0.642542	0.303862	-0.0250876	0.642228	0.303632	-0.0250993	0.642542	0.303861	-0.0250877	0.642228	0.830921	-0.915265	-0.208244	-0.123416	-0.122605	0.0188548	-0.855049	0.893854	0.229989	-1.69932	0.907489	0.229353	
0.00487 0.303632	-0.0250993	0.642542	0.303886	-0.0250858	0.642206	0.303632	-0.0250993	0.642542	0.303886	-0.0250859	0.642206	0.872312	-0.941868	-0.167938	-0.125038	-0.125557	0.018864	-0.899012	0.918934	0.191122	-1.69768	0.910461	0.229408	
0.00238 0.303632	-0.0250993	0.642542	0.303913	-0.0250861	0.642182	0.303632	-0.0250993	0.642542	0.303913	-0.0250861	0.642182	0.988935	-1.01754	-0.139665	-0.132836	-0.137139	0.0187983	-1.01835	0.993126	0.164564	-1.68986	0.922066	0.22954	
0.00261 0.303632	-0.0250993	0.642542	0.303939	-0.0250855	0.642155	0.303632	-0.0250993	0.642542	0.303938	-0.0250856	0.642155	1.16014	-1.13651	-0.124902	-0.146229	-0.155485	0.0186001	-1.19226	1.11033	0.151692	-1.67645	0.940434	0.229807	
0.00232 0.303632	-0.0250993	0.642542	0.30396	-0.0250839	0.642131	0.303632	-0.0250993	0.642542	0.303959	-0.0250839	0.642131	1.36236	-1.28185	-0.120739	-0.163247	-0.178177	0.0181431	-1.39665	1.25398	0.149155	-1.65941	0.963143	0.230328	
0.0012 0.303632	-0.0250993	0.642542	0.303977	-0.0250829	0.642107	0.303632	-0.0250993	0.642542	0.303976	-0.0250829	0.642107	1.56505	-1.42589	-0.121377	-0.180634	-0.201799	0.0173009	-1.60117	1.39637	0.151462	-1.64201	0.986787	0.231235	
0.00102 0.303632	-0.0250993	0.642542	0.303994	-0.0250842	0.642083	0.303632	-0.0250993	0.642542	0.303993	-0.0250842	0.642082	1.73368	-1.54004	-0.123759	-0.195177	-0.222466	0.0161554	-1.77154	1.509	0.155689	-1.62744	1.00748	0.232445	
0.00163 0.303632	-0.0250993	0.642542	0.304008	-0.0250835	0.642057	0.303632	-0.0250993	0.642542	0.304007	-0.0250834	0.642057	1.84442	-1.60556	-0.129213	-0.204796	-0.23759	0.014806	-1.8838	1.57276	0.162948	-1.61781	1.02263	0.233861	
0.00123 0.303632	-0.0250993	0.642542	0.304021	-0.0250815	0.642037	0.303632	-0.0250993	0.642542	0.304021	-0.0250813	0.642037	1.88875	-1.61644	-0.141548	-0.208816	-0.246303	0.0133112	-1.92957	1.58219	0.176571	-1.61377	1.03136	0.235405	
0.00536 0.303632	-0.0250993	0.642542	0.304036	-0.025078	0.642014	0.303632	-0.0250993	0.642542	0.304035	-0.0250778	0.642014	1.86624	-1.57602	-0.164348	-0.207588	-0.248522	0.01184	-1.9086	1.54003	0.20077	-1.61498	1.0336	0.236927	
0.00323 0.303632	-0.0250993	0.642542	0.304055	-0.0250753	0.641986	0.303632	-0.0250993	0.642542	0.304054	-0.0250751	0.641985	1.78814	-1.49598	-0.200364	-0.202318	-0.245389	0.0105139	-1.83251	1.45791	0.238658	-1.62023	1.0305	0.238328	
0.00287 0.303632	-0.0250993	0.642542	0.304075	-0.0250736	0.641959	0.303632	-0.0250993	0.642542	0.304074	-0.0250734	0.641958	1.67547	-1.39251	-0.251463	-0.194653	-0.239116	0.00928719	-1.72196	1.35255	0.291587	-1.62787	1.02425	0.239625	
0.00482 0.303632	-0.0250993	0.642542	0.304097	-0.0250752	0.64193	0.303632	-0.0250993	0.642542	0.304096	-0.0250749	0.64193	1.5518	-1.28213	-0.313619	-0.186234	-0.231957	0.00813766	-1.6006	1.24044	0.355884	-1.63627	1.01713	0.240852	
0.00337 0.303632	-0.0250993	0.642542	0.304122	-0.0250742	0.641899	0.303632	-0.0250993	0.642542	0.30412	-0.0250739	0.641899	1.44199	-1.18384	-0.379766	-0.179017	-0.226192	0.00708694	-1.49335	1.14005	0.424193	-1.64346	1.01139	0.241985	
0.00533 0.303632	-0.0250993	0.642542	0.304146	-0.0250755	0.641872	0.303632	-0.0250993	0.642542	0.304145	-0.0250752	0.641871	1.36666	-1.11516	-0.445149	-0.174876	-0.223765	0.00617309	-1.42057	1.06967	0.491672	-1.64758	1.009	0.24298	
0.00254 0.303632	-0.0250993	0.642542	0.304174	-0.0250714	0.64184	0.303632	-0.0250993	0.642542	0.304172	-0.0250711	0.641839	1.33018	-1.08059	-0.508547	-0.174277	-0.22506	0.0054059	-1.38695	1.03273	0.557094	-1.64815	1.01033	0.243829	
0.00191 0.303632	-0.0250993	0.642542	0.304199	-0.0250708	0.64181	0.303632	-0.0250993	0.642542	0.304197	-0.0250704	0.641809	1.32093	-1.07189	-0.571798	-0.176274	-0.228926	0.00472894	-1.38034	1.02207	0.622426	-1.64613	1.01422	0.244588	
0.0032 0.303632	-0.0250993	0.642542	0.304222	-0.02507	0.64178	0.303632	-0.0250993	0.642542	0.304221	-0.0250696	0.641779	1.32306	-1.07514	-0.63505	-0.179358	-0.233672	0.00417762	-1.38492	1.02331	0.687774	-1.64302	1.019	0.245222	
0.00198 0.303632	-0.0250993	0.642542	0.304244	-0.0250685	0.641753	0.303632	-0.0250993	0.642542	0.304242	-0.0250681	0.641752	1.32154	-1.07491	-0.696114	-0.181833	-0.23763	0.00377676	-1.38564	1.02118	0.750712	-1.64052	1.02298	0.245695	
